date,timestamp,portfolio_value,recommended_value,daily_pnl,daily_return,sharpe_ratio_ytd,max_drawdown_ytd,current_drawdown,portfolio_es_975,risk_budget_utilization,tail_dependence,num_selections,avg_selection_score,active_positions,daily_transaction_costs,implementation_shortfall,capacity_utilization,factor_hhi,max_correlation,crowding_risk_score,crowding_level,compliance_status,compliance_violations,market_regime,system_uptime,data_freshness
2025-10-11,2025-10-11T11:42:03.872396,11696.18,99880.28,46316.76,0.0,1.56,-0.1295,-0.0147,0.0266,0.0978,0.0298,19,84.62,5,0.002,0.0015,0.0449,0.2444,0.65,97.1429,HIGH,COMPLIANT,0,sideways,24.5,30
